id,plain_text
357119,"Monday Nite Football Chiefs And Christmas Ring-a-ling, ring-a-ling. . .it’s football time again in the city. And our Kansas City Chiefs, full of vicissitudes, are back; and this time, it is crystal clear that the locals will still be struggling, come Christmas time. In fact, some of us believe the Chiefs will be completely eliminated around Thanksgiving. Let’s look a little closer. First, our Chiefs will have to play both Super Bowl teams. . . Chicago and Indianapolis. That’s two down. Then, we have to play San Diego twice. Remember, this team had a 14-2 record, the best in the NFL. That’s two more losses. And we usually split with topsy-turvy Denver. That makes five losses, right off the bat. Not to speak about Cincinnati, Tennessee, and Minnesota. Don’t forget about Oakland, who will be tougher just because they finally got a quarterback. Essentially, the Chiefs can do no better than 8-8, this year. Do I sound like Ike, Booker, Carl and Ollie? No, these are just the funky facts. The Chiefs are truly in trouble, face it. Now, this is not to say the Chiefs are entirely worthless. For they have acquired some key gifts. . . Edwards and Bowe. And there are some “lights” still glowing from last year. There is the perennial, Eddie Kenniston and league’s best running back, Larry Johnson. On defense, there’s Tamba Hali and Derrick Johnson and even Jared Allen is all “lit up”. While none of these will set atop the Christmas tree, they were nonetheless promising, last year. Unfortunately, these are all ornaments; but there is no tree to put them on. So what am I saying? Santa or somebody needs to send us a quarterback and real quick. Herm is truly up-a-creek with both Brodie and Huard. Neither is of NFL quality and cannot help us win another playoff spot. No way, these guys are going to make it, especially with the schedule I just mentioned. Now, Dr. Allen, Lloyd, and Cleaver are pretty loyal Chiefs fans. And certainly they are to be congratulated for “hanging in there”. . . both in good times and bad. But, for me, I’m headed straight to the Salvation Army and start the bell-ringing, next week. And I am encouraging each of you to attend church and begin your prayers early. For it sure looks like a “lonesome Christmas”, coming up for the Chiefs. In a bad way, the Chiefs will be home for Christmas and in January, too. Ring-a-ling. Ring-a-ling."
120408,"Research Benefits, Old Times And The 7-0 Chiefs This past Monday night, the mood was different than usual. There was no ranting and raving because the Chiefs are winning 7-0. Ike Gardner is now voting for the Chiefs to win. Carl Clark weakly says that the Chiefs will lose, eventually. Sounds boring? No, and here’s why. We spent a lot of time talking about this research tax, coming up November 5. Right away, the tone moved seriously. For each of being over 70, realized firsthand how research and public oversight has advanced our personal lives and the African American community. More importantly, each of us has had some major encounter with our health, where advanced medicine has saved our butts. Heart attacks. Stents. Gout. Diabetes. Just like everyone else. Yes, how can anyone be against something when it offers so much to our community? Yes it is a tax. But the benefits outweigh the tax. Maybe we won’t benefit for any more research. But our children and grandchildren will. African Americans are living longer and better. . .That’s because the research always says we are disproportionately affected by all these ills, like diabetes, AIDS, heart failure, strokes. So every time your doctor tells you that because you are African American, you are more likely to suffer more. That’s research and we are living longer, as a result. So, we Monday Niters know. . .the more research, the more doctors, the more job opportunities, the longer and healthier our people become. Case closed. Let’s now look in on the Chiefs who are looking and sounding like the Chiefs of old. Even cantankerous Ike admits that. Here’s some of the other discussion: saluted Joe C. Meriweather for his contributions to Kansas City. . .Warren Moon, Hall of Fame quarterback from Houston, once played for the Chiefs...We remembered Pancho King, former KU basketball player, who played for the Kansas City Steers. . .Mizzou is 7-0 and on top of the SEC east division. . .Kemper Arena was a mistake. . . Otis Taylor, former All-Pro receiver for the Chiefs, was once part-owner in a nightclub, called Flankers. . .Municipal Auditorium in 1979 was where Darryl Dawkins shattered the backboard, with Bill Robizine, basketball great here, looking on. . .Cleaver checks in from Washington. He is expected to attend the Urban Summit’s Young Professionals event coming up October 30. . .No one fell asleep tonight. . .Thank God for the discussion about the research tax and we all said “yes” unanimously. However, we all do expect the Chiefs to win number 8, against Cleveland Sunday, out at Arrowhead. Here’s why: Dr. Charles Allen: K.C. defense will continue to prevail. Chiefs by 14 Paul Booker: Hali, Johnson and Poe. Chiefs by 10 Carl Clark: K.C. is bound to lose soon (not yet), Cleveland by 3 Bubba Cleaver: Chiefs are blessed and highly favored.Chiefs by 10 Ike Gardner: K.C. defense will steal another one. Chiefs by 3 Lloyd Greenfield: K.C. defense will keep Chiefs alive.Chiefs by 1 Ollie Hubbard: The Chiefs are playing like Lincoln university. Chiefs by 3 Jim “GrandDad” Nunnelly: Jamaal Charles will show up and show out. Chiefs by 10 Ed West: Offense will finally catch up with the defense. Chiefs by 10"
98983,"Chiefs Are Not Pearls. . . More Like Costume Jewelry… Someone once said that “a pearl is not a pearl, until it comes out of its shell”. That should have become the theme for our Monday night session, down at the Juke House. Congressman Cleaver hosted the event Monday and the evening was full of history lessons. That meant that everyone was cordial to each other (being the first meeting of the season). Then, things turned sour and we began to verbally assault the Chiefs. However before that we spent considerable time, talking about the domestic violence in the NFL, a revered teacher in the Kansas City Public Schools history, and then, we lit in on the Chiefs. First, about the domestic violence. This subject arose because the news media is going crazy, talking about the elevator video showing Ray Rice beating his girlfriend. Under the new NFL policy, he will be suspended for six games and if a second event occurs, he could be banned “for life”. This week the Baltimore Ravens cut Rice’s contract and the NFL suspended him indefinitely. Let’s go on. Secondly, we reminisced. Mainly about the “good old days”, when education was truly our number one priority in Kansas City. Jimmy Ray Hubbard said during a recent visit that at one time “Lincoln High School had more master’s level and PhD teachers than any other school. That’s why the guys, especially Ike, Carl, Ed and Lloyd saluted Dr. Jeremiah Cameron, English teacher at Lincoln in the forties and fifties and sixties. Sadly but understandably, some short-sighted people labeled the late Dr. Cameron as “arrogant”. But always lauded for his teaching skills and his relentless efforts to fully educate our children. And to Jimmy Ray Hubbard’s point, he had a master’s in English from the University of Chicago and an earned PhD from Michigan State University. Now, this “pearl” is/was definitely out of his shell. In fact, it makes us all nostalgic….wishing for the “good old days”, when the quality of our educational system was never in question. Lastly, we turned to another “pearl” that is nowhere near “out of the shell”. Yes, we all chimed in our luck-less, lifeless Kansas City Chiefs, After the shellacking they received Sunday by Tennessee, Ed West quickly said the Chiefs may only win two games this year. Booker, who is really happy these days, said the Chiefs are not worth a (four letter word). And we were all uniform in believing that Alex Smith is more like “costume jewelry” than a pearl. And everyone is still wondering why Jamaal Charles remained in his shell, all afternoon. At some point, we all became redundant and as usual, we began to repeat ourselves. So real quickly, the question was asked. . . “how will the Chiefs do against Denver on Sunday”. Well, I’ve never witnessed such laughter in my life. It was like Kat Williams or Kevin Hart had told a funny joke. Now folks, Denver is saturated with “all kinds of pearls”….Manning, a great offensive line, Vonn Miller, an effective secondaryand on and on. So except for two loyalists, all of us believe the Chiefs will be murdered by the Broncos. In fact, the mood switched from speaking highly about Dr. Jeremiah Cameron to a relentless cascade of tears for the sad Chiefs. And we left there, with the Chiefs’ pearls, still in their shell…… Dr. Charles Allen. A hope and a prayer. . . . Chiefs by 3 Paul Booker: K.C. cannot tame Denver . . . Denver by 14. Carl Clark: K.C. has no offensive line . . . Denver by 21. Ike Gardner: Weak corners and an even weaker defensive line . . . Denver by 28. Lloyd Greenfield: No line, no kicker . . . Denver by 14 Ollie Hubbard: Chiefs better perk up . . . Chiefs by 3 Jim Nunnelly: Not coming out this week . . . Denver by 30 Ed West: K.C. can’t tackle, can’t score . . . Denver by 21 Bubba Cleaver. 2 much Manning 2 manage. . . Denver by 14 Eric Wesson “Erica, E.J. Amanda and Bri’s Dad”:. . . Denver will exploit the middle of the field, the corners, special teams and coaching staff . . . Denver by 28 at least."
119072,"John Legend, Paul Booker And The 9-0 Chiefs John Legend wrote and dedicated a song to his recent bride. In that song, he just pours out his heart, telling her that “all of me loves all of you….your edges, your curves, and your perfect imperfections”. John Legend is saying that he realizes her love has some shortcomings, but he loves her deeply just the same. Now that’s just what most of us feel about our Chiefs. They have a perfect record but most of us are willing to live with their “perfect imperfections”. Some people even say the Chiefs are a fluke and are just waiting for them to show how imperfect they really are. But Paul Booker isn’t one of them. He’s been voting for the Chiefs all year long, despite voting against them all last year. But Paul is more supportive this year. Always a Chiefs’ supporter ever since he came to town, way back in 1966. A veteran of the Air Force and a graduate of Lincoln university, Paul is a very likeable educator, having taught at Woodland, Switzer, Southeast Middle, Greenwood and C.A. Franklin schools. And he is generally healthy and is recovering graciously from the loss of his wife a few months ago. So these days, he is just trying to “maintain” and keep going. So the Chiefs are giving him the “perfect boost” that he needs. Paul knows the Chiefs lack a consistent offense, even though the defensive unit is actually carrying the team. In spite of that, Paul expects the Chiefs to beat Denver on Sunday night. Yes, along with Ed West, Greenfield, Dr. Allen, Mrs. Banks and Ollie, Paul is predicting a long-shot victory over the Manning-led Broncos. But his former boss, Ike Gardner and his 6902 buddy, Carl Clark, believes the Chiefs will succumb and lose, out in the mile-high city Paul and the other Chiefs supporters are thinking 10-0 and a sure-shot for the playoffs and maybe even the Western Division championship. But, not so fast. Ike and Carl are quick to point out the Chiefs’ imperfections. They say Manning will get rushed, even sacked a couple of times..but he will burn the “imperfect” secondary all night. Conversely, both Booker and Cleaver remember the 100 yard interception return by Sean Smith and say proudly that the “perfect defense” will more than make up for any flaws in the Chiefs’ secondary. In fact, they say that “special D” has held all opponents to less than seventeen points, throughout all nine games. All in all, all of us love all of the Chiefs. And we know it will be something to behold, if the Chiefs win it all. And if they don’t, we will still support them, in spite of their “imperfectness”. The Denver Broncos will be playing hard because they didn’t expect such an upsurge from the Chiefs. So, all eyes will be on the Chiefs, this Sunday night. National television. Suspect commentators. Possible championships. And like John Legend, we hope that those edges and imperfections don’t show up. At least, not Sunday night: Dr. Charles Allen: says “why change? The Chiefs are winning” Chiefs by 10 Mrs. Mila Banks: It’s going to be a tight game, without a doubt. Chiefs by 3 Paul Booker: Chiefs will crank up the “imperfect” offense. Chiefs by 13 Carl Clark: I’ve been predicting against the Chiefs all year. Denver by 10 Bubba Cleaver: Chiefs won’t be out-MANNINGED. Chiefs by 3 Ike Gardner: The Chiefs’ perfect bubble will burst. Denver by 17 Lloyd Greenfield: Defense will come alive, no jive. Chiefs by 7 Ollie Hubbard: Chiefs will keep it going. Chiefs by 7 Jim “Grand Dad” Nunnelly: John Legend and Lisa Washington know about perfection. Chiefs by 1 Ed West: Chiefs have performed well enough to win and the defense will get to “Perfect Peyton”. Chiefs by 3"
345114,"Kansas City Chiefs vs. Denver Broncos 3:15 p.m., KCTV 5 Carl Clark (7) Denver by 14 Chiefs are going in the ""right"" direction (downward)! Bubba Cleaver (6) Denver by 10 Broncos kicking the Chiefs for the second time! Ike Gardner (6) Denver by 17 Chiefs have forfeited their credibility! Ed West (6) Denver by 14 Chiefs waiting to exhale! Paul Booker (5) It’ll be a MILE-HIGH event! Lloyd Greenfield(5) Denver by 3 Len Dawson for offensive coordinator! Jim Nunnelly (5) KC by 3 Gonzalez, Parker, Smith and Allen say the buck stops here! Charles Allen (4) KC by 3 Chiefs still have a shot at second place! The Chiefs, St. James, and Ten Dead Flies Ike, Carl, and Ed all attend St. James United Methodist Church. In fact, when it comes to activities, their church ranks second-to-none. Now what does that fact have to do with a bunch of old men, talking about football every Monday night. Unlike most other Monday nights, the conversation, chatter and commentary have slowly drifted away from the Chiefs. That’s because the locals keep losing and it is senseless to keep boarding a sinking ship. Thus, these chatters are scrambling to find something good to talk about. A frustrated minister, Ike out-of-the-clear-blue asked if New England would go undefeated in 2007? Unlike Carl, Ike and Ed quickly said that the Patriots would certainly go unbeaten. Every one else, including Greenfield, Booker and Dr. Allen, felt that New England would lose at least one game. Ideally, they all would be chatting about the Chiefs if it weren’t for this tag-team we call the Chiefs. But, like so many other fans, these Monday Niters have switched their conversational loyalties. . .this time to arguably the best team ever in the history of the National Football League. And this Sunday, the no-loss Patriots will take on the Pittsburgh Steelers, a perennial contender. It will be “the” game-to-watch. Brady will be Brady and somehow, just like against Baltimore, the Patriots will emerge at 13-0. For the record, all of these guys, except Dr. Allen and me, think that Broncos will annihilate the Chiefs on Sunday in Denver. And then Sunday evening just after “60 Minutes”, they will all go back to talking about St. James or something else that’s positive. That’s because the Chiefs ain’t worth ten dead flies. Go Patriots, go!"
125309,"Monday Niters Marvin Gaye, VIPs, And The Chiefs Marvin Gaye is best known for his smash hit song, “Let’s Get It On”. But my favorite, Marvin Gaye song is “Inner City Blues”. In this seventies song, Marvin highlights what it’s like to be an outsider and a non-participant in the American dream. In fact, at one point in the song he screams. . . “makes me want to holler and throw up both my hands”. Well, given the last few seasons, the Chiefs have sure made a lot of fans “holler and throw up both hands. But, there is a new sheriff and deputies in town and let’s just wait and see what if we can lower our collective hands. Okay, it was important for me to say that first. Speaking of importance, the Monday Niters were special guests of the Kansas City Chiefs this past Tuesday. Yes, the Chiefs treated us like we were royalty up at their training camp in St. Joseph. They gave us special parking passes, covered and cool sideline seating, lots of beverages, and a ton of material. . . all to emphasize that the 2012 Chiefs are no longer alive. They are dead. And in their place are notables like a new quarterback, Alex Smith and a first-picked, first-round offensive lineman named Eric Fisher. The new coach, Andy Reid, walked around the field like he had “star-trek” hope for these new, improved Chiefs. Joining from the past are the exciting Jamaal Charles, at running back and Dwayne Bowe, acrobatic receiver. This mix of old and new will get its first opportunity-to-impress tonight, against the New Orleans Saints, in a doesn’t-count, preseason game. But it does count for the Chiefs. If the Chiefs should lose, the fans will “holler” louder than before. And the renewed promise of a “new day” will slipper into the usual “hang-ups, let-downs, bad breaks, and set-backs”. And of course, there will be a designated player, appointed to tell the fans why we should believe that the Chiefs still deserve our support and that they “will” be better than last year’s 2-14 record. But, oh if they win! The “holler” will be converted into “screaming for joy”. The hang-ups will be reduced. The let-downs will be lifted up. The bad breaks will be forgiven. And the set-backs will be forgotten. And we will look forward to the regular season, with “red colors” draped all over us. But, like a line in Marvin Gaye’s song says, “only God knows where the Chiefs are headed”. We sure don’t. Monday Niters who were VIPs at the Chiefs’ training camp, August 6 included Dr. Charles Allen, Paul Booker, Carl Clark, Ike Gardner, Lloyd Greenfield, Jim Nunnelly and Ed West. Also on the guest list were Robert Allen, Clancy Parker, Joe Webster, Sanders Martin, and Ron Walton."
68932,"Monday Nite Footballers Predictions By Jim “Grand Dad” Nunnelly Predicting Since 1970 Charles Allen Chiefs by 10 This week, defense is for real Paul Booker (2) Chiefs by 7 It is a ‘must win’ situation Carl Clark Chiefs by 7 They gotta win sometimes Bubba Cleaver Chiefs by 14 A campaign promise! Ike Gardner (2) Chiefs by 1 The Lord is merciful! Lloyd Greenfield Chiefs by 3 Two losses, 14 more chances to win Ollie Hubbard (1) Houston by 10 Still, I want to know ‘what’s going on’ Jim Nunnelly Chiefs by 21 Blind beating the blind Ed West Chiefs by 10 Weak against weaker Kansas City Chiefs vs. Houston Texans 12:00 p.m., KCTV 5 Predictions (Wins In Parenthesis) Chatter, Conversation And Commentary Seven teams have lost their first two games. Unfortunately, one of those teams is our Kansas City Chiefs. What’s more is we are still expecting the Chiefs to be 2-0, like they were this time, last year. Speaking of last year, we were all worried up about Priest Holmes’ hip. You will remember he was not supposed to play at all and he just got well and became the NFL’s top touchdown producer. Well, now it’s his knee and ankle. Priest was hurt on a play that bent him backwards and thus, he was held out the remainder of the Carolina game. While Priest’s health is something to talk about, we are still wondering why he was not in the game on the fourth down play, against the Panthers. A guy who is the franchise player. . . who is the best scorer in the entire league. . . has a burst of speed like no other Chief in history (except Mike Garrett). . . and Vermeil chose to go to a second stringer. Hmmmmm. Five days later, and there still is no reasonable explanation why Priest was not in the game. Maybe there was another injury or just plain bad coaching. Speaking of injuries, the wide receiver corps is affected again. Kennison and Morton are probable for this week. That means they will play. Who is their right mind would not play Kennison, the only deep threat the Chiefs have? Look for (Kennison) to lead the Chiefs to their first victory, this Sunday out at Arrowhead. Guest Erik Stafford Houston by 3 Chiefs just suck!"
342350,"Monday Nite Footballers Even Ike (Gardner) and that (Paul) Booker did not believe the Chiefs would lose 12 games. Those “two” plus Ed West and Carl Clark thought the Chiefs would break even at 8-8. Then, Lloyd Greenfield and even Congressman (Bubba) Cleaver joined the Haters, and began to predict their irreversible demise, especially after losing to lowly Oakland. And just think, they finally listened to the Monday Niters and got rid of (Mike) Solari, the offensive, offensive coordinator. And to remove all vestiges of a winning, (Dick) Vermeil era, they erased (James) Saxon and (Charlie) Joiner as assistants. Now, ol’ Herm (Edwards) and (Carl) Peterson will have their own draft and their own coaches. In plain English, they slickly blamed the disastrous 4-12 season on the assistant coaches, especially those that worked for the “town crier,” Vermeil. So, that means ol’ Herm and Emperor Carl will be in total charge of everything, alone and uninfluenced. So, we, as fans, can now hold them fully responsible for all that happens or doesn’t happen in 2008. Reluctantly, let’s give this ineffective duo another chance. Now, we all start out as fools and become wise through experience. If that African proverb is true, both Carl and Herm ought to share the King Solomon Wisdom award next year. Maybe, they can make Dr. Allen’s 11-5 prediction more likely. All jokes aside, 2007 is all over for Kansas City and now we must all throw our support to the San Diego Chargers and the Indianapolis Colts. That’s because the New England Patriots are about to go all-the-way. See ya on Super Bowl Friday."
119954,"First Lady Mila Lewis Banks, Unchanging Things And The Chiefs Mila Banks threw her own 100th birthday party, over at the Marriott at 45th and Main last Sunday. About 400 former students, fellow educators, and Christian friends stood in line to congratulate such a remarkable woman. And at the dinner party, we, Monday Niters and wives attended and, were represented by cantankerous Ike Gardner. It was Ike’s idea to make “Ms. Banks” an honorary Monday Niter. That’s because she is a loyal reader and a good friend to so many of us. So, Ike presented her with a trophy and told that crowd that she will be making her Chiefs’ predictions, right along side ours. But last Monday night Gen Greenfield prepared a dinner of fresh sweet potatoes and freshly fried fish and a phenomenal salad. Who could argue about anything, with a meal like that in front of you? So the Monday Niters, along with the Go-Along group spent the entire night, talking about how African Americans have been failed by various educational ploys. Here is how some of the conversation went. After that, we will give our predictions on the Buffalo-Chiefs game, coming up Sunday in Buffalo. Ms. Banks will make her prediction, as well. Here goes: There was a time in Kansas City’s history when students coming from the Deep South were routinely put back a grade. Also, during segregation days, black children from Independence, Excelsior Springs and Pleasant Hill were bussed into the Kansas City Mo., School District. Well into the sixties, there were still one-room schools in the state of Georgia. In the Bootheel of Southeast Missouri, black students were bussed up to 60 miles each day to attend school. Because cotton was “king”, black kids went to school in “split sessions” i.e. their school year was interrupted to allow for the picking and chopping of cotton. Ms. Banks attended school in Mount Vernon, about 46 miles west of Springfield, Mo. Because of its erudite faculty, Lincoln High school was rated highly nationwide. Earning college credit while in high school is not a new thing. This was done in the sixties through such great educators like Jeremiah Cameron, Neal Herrford and Chester Anderson. Dr. Charles Allen attended Sumner Elementary and Ike, Carl and Lloyd attended, Wendell Phillips way back in the thirties and forties. Ed West attended school in Osawatomie, Kansas and Jim Nunnelly attended segregated schools in Columbia, Mo. Ms. Banks received unexpected help with her tuition to Lincoln university, way back in the thirties. Today, educating black kids is still an issue in Kansas City.Students who want to leave the unaccredited Kansas City, Mo., School District to attend a nearby accredited school district, are met with the problem of who is to pay for all of this.....the more things change, the more they stay the same. Not so for the Chiefs....they will be 9-0 at the end of the day, Sunday. Here are our thoughts about the Chiefs: Mila Lewis Banks: Chiefs by 10 Dr. Charles Allen: Chiefs by 10 Paul Booker: Chiefs by 3 Carl Clark: Buffalo by 3 Bubba Cleaver: Chiefs by 7 Ike Gardner: Buffalo by 3 Lloyd Greenfield: Chiefs by 7 Ollie Hubbard: Chiefs by 10 Jim “GrandDad” Nunnelly: Chiefs by 2 Ed West: Chiefs by 10 Joe Webster: Chiefs by 6 Rick Davis: Chiefs by 10 Willie Humphrey: Chiefs by 7 Paul Knight: Chiefs by 11 Marshall Robinson: Chiefs by 9 Mike McNeil: Chiefs by 12 Sander Martin: Chiefs by 14"
118535,"Bright Lights, Big City And The 9-1 Chiefs Do you remember that old time blues song, “Bright Lights, Big City”? Well, this was a song that was sung by a man from a small town, who was crying about his girlfriend, who had gone to the “big city” and no longer needed or loved him. In fact, the song says….”bright lights and big city, they went to my baby’s head”. And that’s exactly what happened to the Chiefs last Sunday night. All the hype and national headlines just messed the Chiefs up. Here’s a 2-14 team last year, hearing daily how they lost all last year and now are on top of the entire National Football League and undefeated on top of that. That was just too much for the Chiefs to handle. They got caught up in the “bright lights” and lost badly to Denver. Now, let’s hope they return to normal and beat the 4-6 San Diego Chargers. Now, that the lights have been turned off, let’s see if they can win number 10 out at Arrowhead Sunday. But big praise should go to Ike Gardner and Carl Clark, for seeing through all the hype, They knew the Chiefs would fold, with the eyes of the world on them. So, we all had to kiss their rings for seeing through the “offense-less” Chiefs. . So the song, “Bright Lights, Big City” set off a conversation about the singers of the fifties, sixties and seventies. It was remarkable how sharp these old minds were in remembering all the artists of days gone by. Some of those top names were, Sonny Thompson, Lula Reed, Ruth Brown, Etta James “Annie Had A Baby” by Hank Ballard and the Midnighters, ”I Only Have Eyes For You” by the Flamingoes, Lou Rawls, Johnny Taylor and Sam Cooke all former lead singers from the gospel group, the Soul Stirrers, Fontella Bass, Little Willie John and “Fever”, Ike and Tina Turner, Jackie Wilson’s “Lonely Teardrops”, Fats Domino and The Dominoes, The Moonglows. and on and on. Before you knew it, we were all drifting back so far…that we either fell asleep or forgot we came to watch a football game and talk about the Chiefs and their first loss. Then we woke up and remembered that we had to make our predictions. Here’s how we think Sunday’s game will go. Dr. Charles Allen: Embarrassed, but K.C. will beat the Chargers.Chiefs by 14 Mrs. Mila Lewis Banks: Going to Kansas City, here I come. Chiefs by 7 Paul Booker: Phillip will be sent up the Rivers. Chiefs by 10 Carl Clark, Denver exposed K.C’s weaknesses. Chargers by 7 Ike Gardner: Don’t worry about the alligator in the pond down the road. Chargers by 7 When your foot is in the middle of a snake pit. Lloyd Greenfield: K.C. has a debt to pay and they will settle it. Chiefs by 7 Ollie Hubbard: Praying for Kansas City, Chiefs by 3 Jim Nunnelly: I know it’s gonna work out fine (Ike Turner). Chiefs by 17 Ed West: Welcome home to the 12th man (the crowd). Chiefs by 7 City……………………………….Chiefs by 3"
305456,"Monday Nite Footballers Predictions By Jim “Grand Dad” Nunnelly Predicting Since 1970 Kansas City Chiefs vs. Cleveland Browns 12 p.m., KCTV-5 Predictions (Wins In Parenthesis) Charles Allen(8) Paul Booker (7) Carl Clark (8) Bubba Cleaver (8) Ike Gardner (6) Lloyd Greenfield (8) Ollie Hubbard (8) Jim Nunnelly (8) Ed West (7) Chatter, Conversation And Commentary"
292507,Monday Niters Kansas City at Oakland 3 p.m. KCTV 5 DR. CHARLES ALLEN Chiefs by 10 Disappointed PAUL BOOKER Oakland by 14 Desperation! CARL CLARK Oakland by 7 Chiefs still don’t have good coaching BUBBA CLEAVER Chiefs by 14 Battle of the worsts IKE GARDNER Oakland by 30 No Comment! LLOYD GREENFIELD Chiefs by 10 Still hoping! OLLIE HUBBARD Toss-up Raggedy!
78824,"Monday Nite Footballers Predictions By Jim “Grand Dad” Nunnelly Predicting Since 1970 Paul Booker KC by 7 Miracles DO happen! Carl Clark KC by 7 Colts' defense sucks! Bubba Cleaver Indianapolis by 7 Too much Manning! Dr. Charles Allen KC by 7 Just as I predicted! Ollie Hubbard KC by 6 Pure luck! Jim Nunnelly Chiefs by 1 Kennison, Johnson mesmerize Colts Ed West KC by 7 LJ, all the way! Ike Gardner Lloyd Greenfield KC by 7 A chance of a lifetime! Chatter, Commentary, Conversation Where are the haters? Did they follow Beyonce's command and put everything in the box to the left? Now, that the Chiefs are in the playoffs, the haters are saying that the Chiefs are just lucky. That Booker and Hubbard are acting like they have been Chiefs' supporters, all along. Fact is that have been among the big-time haters (that is until recently). Now, they are predicting that the Chiefs are going to win on Saturday, against Tony Dungy and the Colts. And to my surprise, that Cleaver guy is actually joined up with Ike and they both believe that the Colts will beat the ""luck"" out of the Chiefs. And joining the these recovering haters are the national commentators. They, too, did not think the Chiefs would get into the playoffs, especially since it took Tennessee, Denver, and Cincinnati to lose...for the Chiefs to make it in. But, like Herm, the Chiefs won and that's it. But, these commentators are saying that because of the Colts' weak run-defense, the Chiefs just may have a chance. Wrong! The Chiefs have just a good a chance as any other playoff contender. And if given half a block or two, Larry Johnson could just decimate the Colts' defensive line. And given half a quarterback, Kennison could just crucify the Colts' secondary. Now, forgive me y'all...but I did say ""could"". And as that turn-coat Cleaver alertly points out that Manning and Harrison are still the top quarterback-receiver duo in NFL history. And if the Chiefs' ""iffey"" defense is up for the challenge. . . just maybe the Chiefs will contain Indianapolis' passing attack and go on to the next round. But, in the words of Beyonce......the haters must put everything they own in the box, to the left. To the left...to the left......... Kansas CIty Chiefs vs. Indianapolis Colts, 3:30 p.m., KSHB TV 41 indian 12:00 p.m., KCTV 5"
300144,"Monday Nighters It’s Friday and we are still gloating over the Chiefs victory over Denver, last Sunday. It seems like it was a dream and soon we will all wake up to reality. . . that the Chiefs will return to their losing ways, this Sunday against Carolina. Most of the guys felt like Carolina will topple the Chiefs and Herm Edwards will return to his confusing testimony about the plight of the 2008 Chiefs. By the way, did you notice how ol” Herm hugged Larry Johnson after the last Kansas City touchdown. He whispered in Larry’s ear “thanks for saving my job, man”. And then later, Carl Peterson came out of his suite and said essentially the same...”you gave me one more year, LJ..I apologize for putting you on the bench”. No doubt about it LJ saved the day for these two. Already the St. Louis Rams have fired their coach. And guess who is next if we don’t play well against Carolina? But last Monday night, we spent most of our time talking about the how our old-time teachers influenced us. Thus, we remembered them. DR. CHARLES ALLEN: Thinks the Kansas City School District suffers from negative press. . . thanks his former teacher, Luke Ponder for clearing the path for him to attend college on an acting scholarship. . . acting or not, Charles thinks the Chiefs are in a winning mode..Chiefs by 7 PAUL BOOKER: Sometimes called the Apostle Paul. . .Thinks that more parental involvement is needed. . . believes the Carolina moon will not shine on the Chiefs...Carolina by 13. CARL CLARK: Is a proponent of teachers taking tests for certification. . . is a stickler for accountability. . . in or out of trouble, begs the Chiefs not to get too happy because they are still losers. . . Carolina by 14 IKE GARDNER: Grandson Isaiah often sings at St. James...says that when kids are going to private schools, they are saying that education is a valued asset. . . likes Christmas but believes Santa only comes once a year for the Chiefs...Carolina by 17 LLOYD GREENFIELD: Feels the teaching curriculum needs to be upgraded...and teachers ought to go back to basics in education. . . .thinks the Chiefs can lose all the games...Carolina by 7. JIM NUNNELLY: Favorite teacher was the school secretary, Beulah Ralph, who taught him about school administration...took time with him...believes principals needs executive coaching to achieve goals. . . .corporate or not, the Chiefs will win their second game in a row because the defense will give Larry Johnson more opportunities. . .Chiefs by 10 ED WEST: Feels the Chiefs will start another losing streak against Carolina. . . feels that teachers pre-judge most black kids without really knowing their assets. . . Chiefs won’t overcome losing label. . . Carolina by 14. OLLIE HUBBARD: Need to increase the amount of homework, especially in math and reading. . . homework is instruction hours and they help out in test scores. . . parents must help. . . last week, the Chiefs made it sooooo goooooood, let’s keep it up. . . Chiefs by 14 BUBBA CLEAVER: In Washington this, dealing with the bailout. . . voted against first package because it did not contain enough provisions to help everyday people.. . . is actively campaigning on behalf of Obama. . . thinks the Chiefs’ win over Denver was a fluke. . . thus, Carolina by 10."
