Title,Abstract,StoreId,ArticleType,Authors,copyright,documentType,entryDate,language,languageOfSummary,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,FindACopy,Database,source_file
Memphis Here Tonight; Clowns To Play Sunday: Monarchs Meet Memphis In Annual Gilmore Appreciation Nite Game; Clowns Return In Twin-Bill Sunday: Monarchs Meet Memphis In Annual Gilmore Appreciation Nite Game; Clowns Return In Twin-Bill Sunday,"The Kansas City Monarchs return to Blues stadium Friday night and Sunday afternoon against two strong clubs-- the Memphis Red Sox on Friday night, in a single game starting at 8:30 o'clock, in the annual Q. J. Gilmore Appreciation game-- and versus the In...",2904514942,newspapers,, Copyright Kansas City Call 1947, Article," Jun 27, 1947", English, English," Kansas City, Missouri","Jun 27, 1947",The Call (1933-),1947,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/memphis-here-tonight-clowns-play-sunday-monarchs/docview/2904514942/se-2?accountid=14556, c19,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Memphis+Here+Tonight%3B+Clowns+To+Play+Sunday%3A+Monarchs+Meet+Memphis+In+Annual+Gilmore+Appreciation+Nite+Game%3B+Clowns+Return+In+Twin-Bill+Sunday&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1947-06-27&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=c19&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
J. Lunceford At Paseo Hall Monday Nite: Harlan Leonard to Precede Famous Orchestra in Band Stand: Harlan Leonard to Precede Famous Orchestra in Band Stand,"Jimmie Lunceford and his internationally famous orchestra will play a return engagement in our fair city Monday night. December 6, at Paseo hall. Fifteenth and Paseo.",2903980702,newspapers,, Copyright Kansas City Call 1937, Article," Dec 3, 1937", English, English," Kansas City, Missouri","Dec 3, 1937",The Call (1933-),1937,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/j-lunceford-at-paseo-hall-monday-nite-harlan/docview/2903980702/se-2?accountid=14556, a14,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=J.+Lunceford+At+Paseo+Hall+Monday+Nite%3A+Harlan+Leonard+to+Precede+Famous+Orchestra+in+Band+Stand&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1937-12-03&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=a14&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
"Monday Nite Footballers: Denver Broncos At Kansas City Chiefs 12 p.m., KCMO TV 5: Denver Broncos At Kansas City Chiefs 12 p.m., KCMO TV 5","""In the words of Jake Gaither, former football coach at Florida A&amp;M university, 'players should be agile, hostile, and mobile.' The Chiefs are neither. Lord knows, I am truly dumb-founded.""",2903574817,newspapers,"Nunnelly, Jim Granddad", Copyright Kansas City Call 2000, Article," Dec 15, 2000", English, English," Kansas City, Missouri","Dec 15, 2000",The Call (1933-),2000,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-denver-broncos-at-kansas/docview/2903574817/se-2?accountid=14556, 11,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers%3A+Denver+Broncos+At+Kansas+City+Chiefs+12+p.m.%2C+KCMO+TV+5&amp;rft.au=Nunnelly%2C+Jim+Granddad&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=2000-12-15&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=11&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Clowns Beat Monarchs 2: Visitors Trim K. C. 17 to 3 Monday Nite In Third Contest: Visitors Trim K. C. 17 to 3 Monday Nite In Third Contest,"The Indianapolis Clowns defeated the Kansas City Monarchs, 17-3, Monday night before 2,459 paid fans, after having dropped a double header to the Duncan-men on Sunday, BO and 9-3. before 12,262 fans, many of whom remained away from the Monday...",2898274094,newspapers,, Copyright Kansas City Call 1947, Article," Jun 20, 1947", English, English," Kansas City, Missouri","Jun 20, 1947",The Call (1933-),1947,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/clowns-beat-monarchs-2-visitors-trim-k-c-17-3/docview/2898274094/se-2?accountid=14556, 7,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Clowns+Beat+Monarchs+2%3A+Visitors+Trim+K.+C.+17+to+3+Monday+Nite+In+Third+Contest&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1947-06-20&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=7&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Clowns Beat Monarchs: Visitors Trim K. C. 17 to 3 Monday Nite In Third Contest: Visitors Trim K. C. 17 to 3 Monday Nite In Third Contest,"The Indianapolis Clowns defeated the Kansas City Monarchs, 17-3, Monday night before 2,459 paid fans, after having dropped a double header to the Duncan-men on Sunday, 84 and 9-3 before 12,262 fans, many of whom remained away from the Monday...",2898273651,newspapers,, Copyright Kansas City Call 1947, Article," Jun 20, 1947", English, English," Kansas City, Missouri","Jun 20, 1947",The Call (1933-),1947,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/clowns-beat-monarchs-visitors-trim-k-c-17-3/docview/2898273651/se-2?accountid=14556, a7,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Clowns+Beat+Monarchs%3A+Visitors+Trim+K.+C.+17+to+3+Monday+Nite+In+Third+Contest&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1947-06-20&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=a7&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Jersey Joe Fights German Champion Sunday Nite: Walcott Ready For Ten Hoff; Camden Cutie Seeks Second European Win In Heidelberg Bout: Walcott Ready For Ten Hoff; Camden Cutie Seeks Second European Win In Heidelberg Bout,"HEIDELBERG, Germany.-- Jersey Joe Walcott, the old fighter with the young fist and feet, will climb through the ropes here Sunday night, May 28, to test the skull and torso of Hein Ten Hoff. hilled as the German heavyweight champion.",2897496739,newspapers,, Copyright Kansas City Call 1950, Article," May 26, 1950", English, English," Kansas City, Missouri","May 26, 1950",The Call (1933-),1950,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/jersey-joe-fights-german-champion-sunday-nite/docview/2897496739/se-2?accountid=14556, 8,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Jersey+Joe+Fights+German+Champion+Sunday+Nite%3A+Walcott+Ready+For+Ten+Hoff%3B+Camden+Cutie+Seeks+Second+European+Win+In+Heidelberg+Bout&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1950-05-26&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=8&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
"""Fat Man"" Opens In Harlem: Celebrities Attracted on Opening Nite; Eddie Mallory and Charlie Turner Proprietors of Rendezvous: Celebrities Attracted on Opening Nite; Eddie Mallory and Charlie Turner Proprietors of Rendezvous",,2897482069,newspapers,, Copyright Kansas City Call 1939, Article," Jun 23, 1939", English, English," Kansas City, Missouri","Jun 23, 1939",The Call (1933-),1939,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/fat-man-opens-harlem-celebrities-attracted-on/docview/2897482069/se-2?accountid=14556, a16,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=%26quot%3BFat+Man%26quot%3B+Opens+In+Harlem%3A+Celebrities+Attracted+on+Opening+Nite%3B+Eddie+Mallory+and+Charlie+Turner+Proprietors+of+Rendezvous&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1939-06-23&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=a16&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Gala Fiesta Saturday Nite On Vine Street: To Rope Off Street For College Fund: To Rope Off Street For College Fund,"Vine Street will be roped off Saturday night, June 18, from 17th to 18th Sts., for a gala fiesta for the benefit of the United Negro College Fund drive which is seeking to raise $5,000 in the Kansas City area to aid 31 Negro colleges in the South",2892892192,newspapers,, Copyright Kansas City Call 1949, Article," Jun 17, 1949", English, English," Kansas City, Missouri","Jun 17, 1949",The Call (1933-),1949,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/gala-fiesta-saturday-nite-on-vine-street-rope-off/docview/2892892192/se-2?accountid=14556, c1,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Gala+Fiesta+Saturday+Nite+On+Vine+Street%3A+To+Rope+Off+Street+For+College+Fund&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1949-06-17&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=c1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
SKETCHES HARLEM,"NEW YORK-- Letters have reached ye columnist asking if all nite life in Harlem was confined to cabarets and nite clubs. There are many forms and grades of ""nite lifing"" here: one of the cheaper ways being to take the girl friend to the many beer joints where...",2892649281,newspapers,"Thompson, Sid", Copyright Kansas City Call 1939, Article," Feb 3, 1939", English, English," Kansas City, Missouri","Feb 3, 1939",The Call (1933-),1939,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/sketches-harlem/docview/2892649281/se-2?accountid=14556, 17,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=SKETCHES+HARLEM&amp;rft.au=Thompson%2C+Sid&amp;rft.aulast=Thompson&amp;rft.aufirst=Sid&amp;rft.date=1939-02-03&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=17&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Clowns Beat Monarchs: Visitors Trim K. C. 17 to 3 Monday Nite In Third Contest: Visitors Trim K. C. 17 to 3 Monday Nite In Third Contest,"The Indianapolis Clowns defeated the Kansas City Monarchs, 17-3, Monday night before 2,459 paid fans, after having dropped a double header to the Duncan-men on Sunday, 8-0 and 9-3, before 12,262 fans, many of whom remained away from the Monday...",2892420963,newspapers,, Copyright Kansas City Call 1947, Article," Jun 13, 1947", English, English," Kansas City, Missouri","Jun 13, 1947",The Call (1933-),1947,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/clowns-beat-monarchs-visitors-trim-k-c-17-3/docview/2892420963/se-2?accountid=14556, b19,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Clowns+Beat+Monarchs%3A+Visitors+Trim+K.+C.+17+to+3+Monday+Nite+In+Third+Contest&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1947-06-13&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=b19&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Slayer of Sam Webb Gives Up: Faces Draft Char Funeral Held for Nite Club Owner: Faces Draft Char Funeral Held for Nite Club Owner,,2887692533,newspapers,, Copyright Kansas City Call 1942, Article," Dec 25, 1942", English, English," Kansas City, Missouri","Dec 25, 1942",The Call (1933-),1942,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/slayer-sam-webb-gives-up-faces-draft-char-funeral/docview/2887692533/se-2?accountid=14556, 4,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Slayer+of+Sam+Webb+Gives+Up%3A+Faces+Draft+Char+Funeral+Held+for+Nite+Club+Owner&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1942-12-25&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=4&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Slayer of Sam Webb Gives Up: Faces Draft Chares Funeral Held for Nite Club Owner: Faces Draft Chares Funeral Held for Nite Club Owner,,2887692395,newspapers,, Copyright Kansas City Call 1942, Article," Dec 25, 1942", English, English," Kansas City, Missouri","Dec 25, 1942",The Call (1933-),1942,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/slayer-sam-webb-gives-up-faces-draft-chares/docview/2887692395/se-2?accountid=14556, 52,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Slayer+of+Sam+Webb+Gives+Up%3A+Faces+Draft+Chares+Funeral+Held+for+Nite+Club+Owner&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1942-12-25&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=52&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Slayer of Sam Webb Gives Up: Faces Draft Charge; Funeral Today for Nite Club Owner: Faces Draft Charge; Funeral Today for Nite Club Owner,"Funeral services for Sam Webb, 48, well-known nite club owner, who was fatally shot early Sunday morning by George Thompson, 21, will be held today from the Graham Funeral home.",2886061914,newspapers,, Copyright Kansas City Call 1942, Article," Dec 18, 1942", English, English," Kansas City, Missouri","Dec 18, 1942",The Call (1933-),1942,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/slayer-sam-webb-gives-up-faces-draft-charge/docview/2886061914/se-2?accountid=14556, c1,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Slayer+of+Sam+Webb+Gives+Up%3A+Faces+Draft+Charge%3B+Funeral+Today+for+Nite+Club+Owner&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1942-12-18&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=c1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Lunceford at Paseo Hall Monday Nite: Harlan Leonard to Fill Bandstand During Intermission: Harlan Leonard to Fill Bandstand During Intermission,"Well folks ""the night"" is almost here. Tho night referred Monday to is night. September 20 when Jimmie Lunceford and his swing band favorites here and in Europe come to the city direct from the Coliseum in St. Louis with their repertoire of sweet and hot...",2884215047,newspapers,, Copyright Kansas City Call 1937, Article," Sep 17, 1937", English, English," Kansas City, Missouri","Sep 17, 1937",The Call (1933-),1937,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/lunceford-at-paseo-hall-monday-nite-harlan/docview/2884215047/se-2?accountid=14556, a8,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Lunceford+at+Paseo+Hall+Monday+Nite%3A+Harlan+Leonard+to+Fill+Bandstand+During+Intermission&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1937-09-17&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=a8&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
NITE MAN IS ... VIRGIN ISLAND JUDGE: APPOINTMENT KEEN OVER LECTURE OF NEGRO LAWYER TO GET POST: APPOINTMENT KEEN OVER LECTURE OF NEGRO LAWYER TO GET POST,,2884090916,newspapers,, Copyright Kansas City Call 1935, Article," Nov 1, 1935", English, English," Kansas City, Missouri","Nov 1, 1935",The Call (1933-),1935,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/nite-man-is-virgin-island-judge-appointment-keen/docview/2884090916/se-2?accountid=14556, 3,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=NITE+MAN+IS+...+VIRGIN+ISLAND+JUDGE%3A+APPOINTMENT+KEEN+OVER+LECTURE+OF+NEGRO+LAWYER+TO+GET+POST&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1935-11-01&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=3&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Ft. Worth Nite Club Owner Shot: Joe Earl Wounded In Row With Former Partner: Joe Earl Wounded In Row With Former Partner,"FT. WORTH, Texas.-- Joe Winston Earl, 709 E. Levda, owner and manager of the ""Famous Door,"" said to be one of Fort Worth's leading nite clubs, was shot Saturday night, March 30, in an argument with Jack Foster, former manager and co-owner of the club. Earl was rushed to...",2883478299,newspapers,, Copyright Kansas City Call 1946, Article," Apr 5, 1946", English, English," Kansas City, Missouri","Apr 5, 1946",The Call (1933-),1946,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/ft-worth-nite-club-owner-shot-joe-earl-wounded/docview/2883478299/se-2?accountid=14556, a9,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Ft.+Worth+Nite+Club+Owner+Shot%3A+Joe+Earl+Wounded+In+Row+With+Former+Partner&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1946-04-05&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=a9&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Ft. Worth Nite Club Owner Shot: Joe Earl Wounded In Row With Former Partner: Joe Earl Wounded In Row With Former Partner,"FT. WORTH, Texas.-- Joe Winston Earl, 709 E. Levda, owner and manager of the ""Famous Door,"" said to be one of Fort Worth's leading nite clubs, was shot Saturday night, March 30, in an argument with Jack Foster, former manager and co-owner of...",2883478265,newspapers,, Copyright Kansas City Call 1946, Article," Apr 5, 1946", English, English," Kansas City, Missouri","Apr 5, 1946",The Call (1933-),1946,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/ft-worth-nite-club-owner-shot-joe-earl-wounded/docview/2883478265/se-2?accountid=14556, b1,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Ft.+Worth+Nite+Club+Owner+Shot%3A+Joe+Earl+Wounded+In+Row+With+Former+Partner&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1946-04-05&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=b1&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
"Roy Miller Meets Ray Spurlock: A 10-Round Rematch Tuesday Nite, Fe. 26 In Muny Auditorium: A 10-Round Rematch Tuesday Nite, Fe. 26 In Muny Auditorium","Roy Miller, Henry Armstrong's sledge-fisted slugger will battle Ray Spurlock, Irish, port-side belter in a scheduled 10-round beakbusting fracas in Municipal auditorium Tuesday night, Feb. 26. This super-duper, two-man-battle-royal seems to have a No. 1...",2883445438,newspapers,, Copyright Kansas City Call 1946, Article," Feb 22, 1946", English, English," Kansas City, Missouri","Feb 22, 1946",The Call (1933-),1946,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/roy-miller-meets-ray-spurlock-10-round-rematch/docview/2883445438/se-2?accountid=14556, d18,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Roy+Miller+Meets+Ray+Spurlock%3A+A+10-Round+Rematch+Tuesday+Nite%2C+Fe.+26+In+Muny+Auditorium&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1946-02-22&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=d18&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
