Title,Abstract,StoreId,ArticleType,Authors,copyright,documentType,entryDate,language,languageOfSummary,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,FindACopy,Database,source_file
RUNNING THE SCALE,The dance and concert at the auditorium last Sunday nite was another of Dave Booker's bell ringers. The performances of the great Nat Cole and his quartet and Buddy Johnson and his fine band along with Ella and Nolan; Lewis were the kind we'll long...,2870873347,newspapers,"Flatt, Bee", Copyright Kansas City Call 1954, Article," Oct 22, 1954", English, English," Kansas City, Missouri","Oct 22, 1954",The Call (1933-),1954,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/running-scale/docview/2870873347/se-2?accountid=14556, 9,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=RUNNING+THE+SCALE&amp;rft.au=Flatt%2C+Bee&amp;rft.aulast=Flatt&amp;rft.aufirst=Bee&amp;rft.date=1954-10-22&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=9&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
"Dolly Cooper, The Vocaleers And Cootie Williams Orch to Wichita: To Mambo Club Sunday, Aug. 23: To Mambo Club Sunday, Aug. 23","WICHITA, Kas.-- A triple-header, featuring Dolly Cooper, this season's songsational singing star; the Vocaleers, America's new sepia singing favorites; and Cootie Williams, the favorite band of dance lovers; will top the Sunday nite calendar of the Mambo club...",2870828233,newspapers,, Copyright Kansas City Call 1953, Article," Aug 14, 1953", English, English," Kansas City, Missouri","Aug 14, 1953",The Call (1933-),1953,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/dolly-cooper-vocaleers-cootie-williams-orch/docview/2870828233/se-2?accountid=14556, 21,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Dolly+Cooper%2C+The+Vocaleers+And+Cootie+Williams+Orch+to+Wichita%3A+To+Mambo+Club+Sunday%2C+Aug.+23&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1953-08-14&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=21&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Brownout Over Broadway,"NEW YORK.-- Broadway is browned out by ranking Negro stars who are hitting in the swank nite spots and theatres. Jimmy Young, baritone, formerly of ""Call Me Mister,"" is set to open in ""Love Life,"" Oct. 7.",2869247415,newspapers,, Copyright Kansas City Call 1948, Article," Oct 1, 1948", English, English," Kansas City, Missouri","Oct 1, 1948",The Call (1933-),1948,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/brownout-over-broadway/docview/2869247415/se-2?accountid=14556, b10,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Brownout+Over+Broadway&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1948-10-01&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=b10&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Brownout Over Broadway,"NEW YORK.-- Broadway is browned out by ranking Negro stars who are hitting in the swank nite spots and theatres. Jimmy Young, baritone, formerly of ""Call Me Mister,"" is set to open in ""Love Life,"" Oct. 7.",2869247000,newspapers,, Copyright Kansas City Call 1948, Article," Oct 1, 1948", English, English," Kansas City, Missouri","Oct 1, 1948",The Call (1933-),1948,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/brownout-over-broadway/docview/2869247000/se-2?accountid=14556, 10,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Brownout+Over+Broadway&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1948-10-01&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=10&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
"Wichita Daughters of Isis Sponsor ""Fun Nite"" at Y.W.C.A. Thursday Night; Large Crowd Expected","Wichita, Kas.-- New Hope Baptist church, 9th and Ohio, Rev. C. Albert Menson, pastor: Bible school at 9:30. Mrs. Rosie Hughes, superintendent. Comments by the Rev. A. T.. .. Morning worship at 10:45, with Rev. G.E. Casey pastor of the First Baptist church, Great Bend, Kas., as guest...",2869059946,newspapers,"Sexton, Edwin", Copyright Kansas City Call 1947, Article," Nov 28, 1947", English, English," Kansas City, Missouri","Nov 28, 1947",The Call (1933-),1947,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/wichita-daughters-isis-sponsor-fun-nite-at-y-w-c/docview/2869059946/se-2?accountid=14556, a10,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Wichita+Daughters+of+Isis+Sponsor+%26quot%3BFun+Nite%26quot%3B+at+Y.W.C.A.+Thursday+Night%3B+Large+Crowd+Expected&amp;rft.au=Sexton%2C+Edwin&amp;rft.aulast=Sexton&amp;rft.aufirst=Edwin&amp;rft.date=1947-11-28&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=a10&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
TEEN TALK,"DENVER.-- Hey There!!!-- Well coolsters, let's dig with thel latest happenings. ""Dinah Washington"" blew in town Monday nite along with the ""Checkers"", and landed at the ""Rainbow Ballroom"", dig it, swaying, reeling, and rocking, was the most. Ohhhh...",2868448851,newspapers,"Pettigrew, Shirley", Copyright Kansas City Call 1954, Article," Dec 24, 1954", English, English," Kansas City, Missouri","Dec 24, 1954",The Call (1933-),1954,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/teen-talk/docview/2868448851/se-2?accountid=14556, 13,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=TEEN+TALK&amp;rft.au=Pettigrew%2C+Shirley&amp;rft.aulast=Pettigrew&amp;rft.aufirst=Shirley&amp;rft.date=1954-12-24&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=13&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Top Track Stars Set Four New Meet Marks In Inquirer Relays At Philly Friday Nite,PHILADELPHIA.-- (INS)-- Olympic Steeplechase Champion Horace Ashenfelter claimed one of four new meet records established Friday night in the Philadelphia Inquirer games.,2868287432,newspapers,, Copyright Kansas City Call 1954, Article," Jan 29, 1954", English, English," Kansas City, Missouri","Jan 29, 1954",The Call (1933-),1954,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/top-track-stars-set-four-new-meet-marks-inquirer/docview/2868287432/se-2?accountid=14556, 10,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Top+Track+Stars+Set+Four+New+Meet+Marks+In+Inquirer+Relays+At+Philly+Friday+Nite&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1954-01-29&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=10&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
T-Bone Haunted By His 'Ghost',"CHICAGO,-- (ANP)-- T-Bone Walker, America's No. 1 blues singing guitarist, created a sensation hero last week, when he presented to nite-lifers visiting Cadillac Bob's ""Toast of the Town"" Bryee Robinson. a young white boy who plays and sings the bines exactly...",2868182948,newspapers,, Copyright Kansas City Call 1953, Article," Dec 11, 1953", English, English," Kansas City, Missouri","Dec 11, 1953",The Call (1933-),1953,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/t-bone-haunted-his-ghost/docview/2868182948/se-2?accountid=14556, 32,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=T-Bone+Haunted+By+His+%27Ghost%27&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1953-12-11&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=32&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
RUNNING THE SCALE,"The show at the AUDITORIUM last Thursday nite featuring BILLY WARD and his DOMINOES was a real success both financially and in the quality of the entertaining. The bobby soxers were there in droves and showed their appreciation for, their idols, Mind...",2859998747,newspapers,"Flatt, Bee", Copyright Kansas City Call 1953, Article," Jan 30, 1953", English, English," Kansas City, Missouri","Jan 30, 1953",The Call (1933-),1953,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/running-scale/docview/2859998747/se-2?accountid=14556, 8,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=RUNNING+THE+SCALE&amp;rft.au=Flatt%2C+Bee&amp;rft.aulast=Flatt&amp;rft.aufirst=Bee&amp;rft.date=1953-01-30&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=8&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
RUNNING THE SCALE,"All the customers an d followers of IVORY JOE HUNTER were, I believe, satisfied with his musical efforts in the auditorium last Sunday nite. Although JOE hasn't been here for quite sometime, his entertainment was good. His playing and singing was capably...",2859998609,newspapers,"Flatt, Bee", Copyright Kansas City Call 1953, Article," Feb 27, 1953", English, English," Kansas City, Missouri","Feb 27, 1953",The Call (1933-),1953,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/running-scale/docview/2859998609/se-2?accountid=14556, 8,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=RUNNING+THE+SCALE&amp;rft.au=Flatt%2C+Bee&amp;rft.aulast=Flatt&amp;rft.aufirst=Bee&amp;rft.date=1953-02-27&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=8&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Here and There,Hi folks... It appears that all football fans got a bang out of the LangstonLincoln game last Saturday nite...,2859972393,newspapers,"Berry, Tommy", Copyright Kansas City Call 1952, Article," Oct 31, 1952", English, English," Kansas City, Missouri","Oct 31, 1952",The Call (1933-),1952,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/here-there/docview/2859972393/se-2?accountid=14556, 6,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Here+and+There&amp;rft.au=Berry%2C+Tommy&amp;rft.aulast=Berry&amp;rft.aufirst=Tommy&amp;rft.date=1952-10-31&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=6&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
GOSSIP of the MOVIE LOTS,"HOLLYWOOD, Calif.-- Taking up the agenda of last week's session, just where we left off: ""Is Johnny Mathis a ""flash in the pan. with Sunset-strip nite lifers?"" The answer is ""yes,"" judging from veteran scribes, who have been following the ""yawn-to-dawn"" bistros for years and have seen many a one come and go...",2859626237,newspapers,"LEVETTE, HARRY", Copyright Kansas City Call 1958, Article," Feb 28, 1958", English, English," Kansas City, Missouri","Feb 28, 1958",The Call (1933-),1958,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/gossip-movie-lots/docview/2859626237/se-2?accountid=14556, 11,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=GOSSIP+of+the+MOVIE+LOTS&amp;rft.au=LEVETTE%2C+HARRY&amp;rft.aulast=LEVETTE&amp;rft.aufirst=HARRY&amp;rft.date=1958-02-28&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=11&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Roaming With Beth,"DENVER --A very Happy New Year to all of you. The Best, year found Denver town still in a festival mood, and socialites are still carrying on The Nite clubs were booked to the hilt, many entertained in their homes, and the church...",2843359863,newspapers,"Wilkins, Betty", Copyright Kansas City Call 1968, Article," Dec 27, 1968", English, English," Kansas City, Missouri","Dec 27, 1968",The Call (1933-),1968,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/roaming-with-beth/docview/2843359863/se-2?accountid=14556, H4,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Roaming+With+Beth&amp;rft.au=Wilkins%2C+Betty&amp;rft.aulast=Wilkins&amp;rft.aufirst=Betty&amp;rft.date=1968-12-27&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=H4&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Night Footballers Entertained in St. Louis,"From check-in to checkout, the Kansas City Monday Nite football group and guests were entertained in sheer elegance by their St. Louis counterparts during their Governor's Cup weekend. Each year the two...",2841296544,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1984, Article," Aug 17, 1984", English, English," Kansas City, Missouri","Aug 17, 1984",The Call (1933-),1984,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-night-footballers-entertained-st-louis/docview/2841296544/se-2?accountid=14556, 14,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Night+Footballers+Entertained+in+St.+Louis&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1984-08-17&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=14&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
"Over $25,000 Raised At This Year 's 'Nite On The Nile' To Benefit Children's Home","In celebration of its 1 10th anniversary, the Niles Home for children held its third annual ""Night on the Nile"" benefit Saturday, Feb, the Hilton Plaza, 45th and Main.",2826510494,newspapers,, Copyright Kansas City Call 1993, Article," Mar 12, 1993", English, English," Kansas City, Missouri","Mar 12, 1993",The Call (1933-),1993,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/over-25-000-raised-at-this-year-s-nite-on-nile/docview/2826510494/se-2?accountid=14556, 7,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Over+%2425%2C000+Raised+At+This+Year+%27s+%27Nite+On+The+Nile%27+To+Benefit+Children%27s+Home&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1993-03-12&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=7&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
RCA Releases Hall And Oates Single From Live Show At Apollo,"NEW YORK-- RCA Records has released ""A Nite At The Apollo Live ('The Way You Do The Things You Do'/'My Girl')"" as the first single from DARYL HALL &amp; JOHN OATES LIVE AT...",2826091618,newspapers,, Copyright Kansas City Call 1985, Article," Aug 30, 1985", English, English," Kansas City, Missouri","Aug 30, 1985",The Call (1933-),1985,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/rca-releases-hall-oates-single-live-show-at/docview/2826091618/se-2?accountid=14556, 13,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=RCA+Releases+Hall+And+Oates+Single+From+Live+Show+At+Apollo&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1985-08-30&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=13&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Lincoln High Classes Of 1944 & 1945 Celebrate Reunion,"Twenty members of the Lincoln High School Alumni Classes of 1944 and 1945 began their 40th Anniversary Class Reunion with a ""Get Acquainted Nite"" recently.",2824092676,newspapers,, Copyright Kansas City Call 1985, Article," Aug 23, 1985", English, English," Kansas City, Missouri","Aug 23, 1985",The Call (1933-),1985,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/lincoln-high-classes-1944-1945-celebrate-reunion/docview/2824092676/se-2?accountid=14556, 8,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Lincoln+High+Classes+Of+1944+%26amp%3B+1945+Celebrate+Reunion&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1985-08-23&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=8&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
"New Year's Eve, Another Winner For Monday Niters",Members of the Monday Nite Footballers hosted their 18th annual New Year's Eve party at the house of Ed and Celeste West. Over 100 guests greeted 1987.,2824006438,newspapers,, Copyright Kansas City Call 1987, Article," Jan 9, 1987", English, English," Kansas City, Missouri","Jan 9, 1987",The Call (1933-),1987,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/new-years-eve-another-winner-monday-niters/docview/2824006438/se-2?accountid=14556, 8,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=New+Year%27s+Eve%2C+Another+Winner+For+Monday+Niters&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1987-01-09&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=8&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
"""Sugar Chile"" Will Swing On The Boogie Train in Aud. Sunday Nite",,3265252757,newspapers,, Copyright Kansas City Call 1947, Article," May 2, 1947", English, English," Kansas City, Missouri","May 2, 1947",The Call (1933-),1947,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/sugar-chile-will-swing-on-boogie-train-aud-sunday/docview/3265252757/se-2?accountid=14556, b11,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=%26quot%3BSugar+Chile%26quot%3B+Will+Swing+On+The+Boogie+Train+in+Aud.+Sunday+Nite&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1947-05-02&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=b11&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
"Wanda Sykes, George Lopez Bring New Colors To Late Nite TV","LOS ANGELES (AP) --In the blink of an eye, late-night TV is shifting from a white ""men's club to the start of a rainbow coalition.",3117924316,newspapers,"Elber, Lynn", Copyright Kansas City Call 2009, Article," Nov 13, 2009", English, English," Kansas City, Missouri","Nov 13, 2009",The Call (1933-),2009,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/wanda-sykes-george-lopez-bring-new-colors-late/docview/3117924316/se-2?accountid=14556, 20,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Wanda+Sykes%2C+George+Lopez+Bring+New+Colors+To+Late+Nite+TV&amp;rft.au=Elber%2C+Lynn&amp;rft.aulast=Elber&amp;rft.aufirst=Lynn&amp;rft.date=2009-11-13&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=20&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
