Title,Abstract,StoreId,ArticleType,Authors,copyright,documentType,entryDate,language,languageOfSummary,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,FindACopy,Database,source_file
Monday Nite Footballers Interscholastic League Predictions,,2824072983,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1985, Article," Sep 27, 1985", English, English," Kansas City, Missouri","Sep 27, 1985",The Call (1933-),1985,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-interscholastic-league/docview/2824072983/se-2?accountid=14556, 11,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Interscholastic+League+Predictions&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1985-09-27&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=11&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers' Predictions,,2841570662,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1994, Article," Sep 16, 1994", English, English," Kansas City, Missouri","Sep 16, 1994",The Call (1933-),1994,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2841570662/se-2?accountid=14556, 12,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers%27+Predictions&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1994-09-16&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=12&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers And Their Predictions,,2841532908,newspapers,, Copyright Kansas City Call 1993, Article," Oct 8, 1993", English, English," Kansas City, Missouri","Oct 8, 1993",The Call (1933-),1993,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-their-predictions/docview/2841532908/se-2?accountid=14556, 21,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+And+Their+Predictions&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1993-10-08&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=21&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers And Their Prediction,,2841510700,newspapers,, Copyright Kansas City Call 1993, Article," Sep 10, 1993", English, English," Kansas City, Missouri","Sep 10, 1993",The Call (1933-),1993,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-their-prediction/docview/2841510700/se-2?accountid=14556, 15,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+And+Their+Prediction&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1993-09-10&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=15&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers And Their Predictions,"1. Marcus Allen played eleven years and 144 games with the Los Angeles Raiders, being selected in the first round draft of 1981 out of University of Southern California. During that period, he scored 98 touchdowns -- 79 rushing, 18 receiving and 1 by a fumble recovery. In 1984, in his second season, he was selected most valuable player in the NFL, after gaining 2314 combined rushing and receiving yards. That record still stands today. Marcus was also MVP in Super Bowl eighteen.",2841487808,newspapers,, Copyright Kansas City Call 1993, Article," Oct 1, 1993", English, English," Kansas City, Missouri","Oct 1, 1993",The Call (1933-),1993,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-their-predictions/docview/2841487808/se-2?accountid=14556, 21,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+And+Their+Predictions&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1993-10-01&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=21&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2841180214,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1998, Article," Oct 2, 1998", English, English," Kansas City, Missouri","Oct 2, 1998",The Call (1933-),1998,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2841180214/se-2?accountid=14556, 13,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1998-10-02&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=13&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,"1. Marvelous Marcus is 1. On Thanksgiving Day, Marcus Allen soared his way to the top of the record books by scoring his 111th and 112th rushing touchdowns to assist in the Chiefs victory over the Detroit Lions. Allen previously held the rushing touchdown record with the Chicago Bears great Walter Payton at 110. Congratulations Allen and good luck breaking your own record many more times.",2828105308,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1996, Article," Dec 6, 1996", English, English," Kansas City, Missouri","Dec 6, 1996",The Call (1933-),1996,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2828105308/se-2?accountid=14556, 18,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1996-12-06&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=18&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2828105080,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1997, Article," Oct 17, 1997", English, English," Kansas City, Missouri","Oct 17, 1997",The Call (1933-),1997,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2828105080/se-2?accountid=14556, 20,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1997-10-17&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=20&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballer Predictions,,2828089627,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1994, Article," Oct 7, 1994", English, English," Kansas City, Missouri","Oct 7, 1994",The Call (1933-),1994,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballer-predictions/docview/2828089627/se-2?accountid=14556, 15,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballer+Predictions&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1994-10-07&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=15&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2826572437,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1997, Article," Sep 5, 1997", English, English," Kansas City, Missouri","Sep 5, 1997",The Call (1933-),1997,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2826572437/se-2?accountid=14556, 23,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1997-09-05&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=23&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2826551142,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1995, Article," Oct 13, 1995", English, English," Kansas City, Missouri","Oct 13, 1995",The Call (1933-),1995,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2826551142/se-2?accountid=14556, 13,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1995-10-13&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=13&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2826522170,newspapers,"Jim ""Grand Dad"" Nunnelly", Copyright Kansas City Call 2001, Article," Nov 9, 2001", English, English," Kansas City, Missouri","Nov 9, 2001",The Call (1933-),2001,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2826522170/se-2?accountid=14556, 14,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aulast=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aufirst=&amp;rft.date=2001-11-09&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=14&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,"1. The head groundskeeper at Arrowhead Stadium is Kansas City native Andrew Bruce. Bruce, a Central High school graduate, was elevated to that position in March, 1990. The NFL Players Association voted Arrowhead Stadium's grass playing surface as one of the best in the League after its installation in 1994.",2826515846,newspapers,"Nunnelly, Jim", Copyright Kansas City Call 1996, Article," Oct 4, 1996", English, English," Kansas City, Missouri","Oct 4, 1996",The Call (1933-),1996,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2826515846/se-2?accountid=14556, 13,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Nunnelly%2C+Jim&amp;rft.aulast=Nunnelly&amp;rft.aufirst=Jim&amp;rft.date=1996-10-04&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=13&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers And Their Predictions,,2826249619,newspapers,, Copyright Kansas City Call 1993, Article," Dec 24, 1993", English, English," Kansas City, Missouri","Dec 24, 1993",The Call (1933-),1993,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-their-predictions/docview/2826249619/se-2?accountid=14556, 22,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+And+Their+Predictions&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1993-12-24&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=22&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Super Bowl Predictions,,2826127834,newspapers,, Copyright Kansas City Call 1992, Article," Jan 24, 1992", English, English," Kansas City, Missouri","Jan 24, 1992",The Call (1933-),1992,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-super-bowl-predictions/docview/2826127834/se-2?accountid=14556, 10,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Super+Bowl+Predictions&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1992-01-24&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=10&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,"What does Jesse Jackson have to do with last Sunday's Oakland-Kansas City game? I'll answer that after I assess the Chiefs, now just over the half-way point in the season.",2824154474,newspapers,"Jim ""Grand Dad"" Nunnelly", Copyright Kansas City Call 2006, Article," Nov 24, 2006", English, English," Kansas City, Missouri","Nov 24, 2006",The Call (1933-),2006,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2824154474/se-2?accountid=14556, 11,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aulast=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aufirst=&amp;rft.date=2006-11-24&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=11&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers Predictions,,2824149168,newspapers,"Jim ""Grand Dad"" Nunnelly", Copyright Kansas City Call 2004, Article," Dec 17, 2004", English, English," Kansas City, Missouri","Dec 17, 2004",The Call (1933-),2004,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-predictions/docview/2824149168/se-2?accountid=14556, 31,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+Predictions&amp;rft.au=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aulast=Jim+%22Grand+Dad%22+Nunnelly&amp;rft.aufirst=&amp;rft.date=2004-12-17&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=31&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
Monday Nite Footballers And Their Predictions,,2824118546,newspapers,, Copyright Kansas City Call 1993, Article," Dec 10, 1993", English, English," Kansas City, Missouri","Dec 10, 1993",The Call (1933-),1993,https://www2.lib.ku.edu/login?url=https://www.proquest.com/newspapers/monday-nite-footballers-their-predictions/docview/2824118546/se-2?accountid=14556, 16,https://VV6TT6SY5C.search.serialssolutions.com?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Ahnpkansascitycall&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=article&amp;rft.jtitle=The+Call+%281933-%29&amp;rft.atitle=Monday+Nite+Footballers+And+Their+Predictions&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1993-12-10&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=16&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Call+%281933-%29&amp;rft.issn=&amp;rft_id=info:doi/,"ProQuest Digital Collections, ProQuest Historical Newspapers: Global, ProQuest Historical Newspapers: Kansas City Call",ProQuestDocuments-2026-01-22(1).xls
